"","mz","intensity"
"804",343.179534205995,21853.587890625
"805",343.18914228892,8055.13671875
"806",343.19875077535,4369.091796875
"807",343.208367166443,0
"808",343.217976459952,0
"809",343.227586157035,0
"810",343.237196257714,0
"811",354.088037344642,0
"812",354.098107164322,0
"813",354.108177413568,0
"814",354.118248092404,0
"815",354.128319200855,2920.76635742188
"816",354.138390738945,10062.83203125
"817",354.148462706699,13418.0751953125
"818",354.15853510414,11683.71875
"819",354.168607931295,7844.224609375
"820",354.178681188186,4401.79296875
"821",354.188755543892,0
"822",354.19882966033,0
"823",354.208904206579,0
"824",354.218979182662,0
"825",355.066814189865,0
"826",355.076925791454,0
"827",355.087037824986,0
"828",355.097150290488,0
"829",355.107263187982,111.6259765625
"830",355.117376517494,8263.2265625
"831",355.127490279049,12521.2197265625
"832",355.137604472671,11072.2470703125
"833",355.147719098384,7474.388671875
"834",355.158163557412,0
"835",355.168279047383,0
"836",355.178394969519,0
"837",355.188511323845,0
"838",367.072222813696,0
"839",367.082851551357,0
"840",367.093480750665,0
"841",367.104110411647,0
"842",367.114740534329,7617.8896484375
"843",367.125371118738,13968.1044921875
"844",367.136002164901,16833.150390625
"845",367.146633672845,14662.5419921875
"846",367.157265642597,9288.759765625
"847",367.167898074182,3730.25708007812
"848",367.178538788293,0
"849",367.189172143627,0
"850",367.199805960875,0
"851",367.210440240065,0
"852",372.086538115374,0
"853",372.097385384226,0
"854",372.108233127424,0
"855",372.119081344996,0
"856",372.129930036968,5829.52734375
"857",372.14077920337,15258.9033203125
"858",372.151628844227,21734.263671875
"859",372.162478959569,21910.861328125
"860",372.173329549422,18088.208984375
"861",372.184180613815,14451.9619140625
"862",372.195032152775,11717.8671875
"863",372.20588416633,7853.8837890625
"864",372.216736654507,2358.97875976562
"865",372.227595773202,0
"866",372.238449210707,0
"867",372.249303122917,0
"868",372.260157509861,0
"869",376.044468110981,0
"870",376.055488916107,0
"871",376.066510205723,0
"872",376.077531979859,0
"873",376.088554238543,7253.4453125
"874",376.099576981803,7957.015625
"875",376.110600209667,8260.2412109375
"876",376.121623922165,7818.8486328125
"877",376.132648119324,6496.30859375
"878",376.143673064387,0
"879",376.154698230954,0
"880",376.165723882267,0
"881",376.176750018355,0
"882",376.198803744971,0
"883",376.209831335554,0
"884",376.220859411027,0
"885",376.231887971417,0
"886",376.242917016752,4768.015625
"887",376.253946547061,22108.23828125
"888",376.264976562373,45947.671875
"889",376.276007062715,61580.81640625
"890",376.287038048117,55841.3828125
"891",376.298069518607,32877.5625
"892",376.309101474213,10387.115234375
"893",376.320133914963,963.944580078125
"894",376.331172390812,0
"895",376.342205801937,0
"896",376.353239698292,0
"897",376.364274079906,0
"898",379.77491063127,0
"899",379.786095836778,0
"900",379.797281536437,0
"901",379.808467730277,0
"902",379.819654418326,4370.0048828125
"903",379.830841600614,8103.3427734375
"904",379.842029277169,9411.607421875
"905",379.853217448021,7856.650390625
"906",379.864406113199,5166.7353515625
"907",379.875603712727,0
"908",379.886793366644,0
"909",379.897983514975,0
"910",379.909174157748,0
"911",385.189737969905,0
"912",385.201163245672,0
"913",385.212589029783,0
"914",385.224015322267,0
"915",385.235442123155,1344.64428710938
"916",385.246869432476,8747.4130859375
"917",385.258297250261,12952.1669921875
"918",385.26972557654,10644.880859375
"919",385.281154411343,4898.6728515625
"920",385.292586732139,0
"921",385.304016584081,0
"922",385.315446944637,0
"923",385.326877813838,0
"924",387.093321129929,0
"925",387.10483120534,0
"926",387.116341794132,0
"927",387.127852896334,0
"928",387.139364511978,1932.65307617188
"929",387.150876641093,10490.7470703125
"930",387.16238928371,19730.650390625
"931",387.17390243986,22221.25390625
"932",387.185416109573,16035.9736328125
"933",387.196930292879,6794.3642578125
"934",387.208355507232,0
"935",387.219870717818,0
"936",387.231386442089,0
"937",387.242902680077,0
"938",394.057169359428,0
"939",394.068991435564,0
"940",394.080814043719,0
"941",394.092637183924,0
"942",394.104460856212,659.593017578125
"943",394.116285060613,9144.5966796875
"944",394.12810979716,23462.974609375
"945",394.139935065885,30488.9453125
"946",394.15176086682,22995.6875
"947",394.163587199996,8135.1982421875
"948",394.175414065447,3997.74145507812
"949",394.187242743655,0
"950",394.199070673748,0
"951",394.210899136211,0
"952",394.222728131076,0
"953",395.052082697306,0
"954",395.063949574486,0
"955",395.075816986375,0
"956",395.087684933004,0
"957",395.099553414405,7218.4541015625
"958",395.111422430611,15418.5615234375
"959",395.123291981653,18679.224609375
"960",395.135162067565,14188.5146484375
"961",395.147032688377,5945.0166015625
"962",395.158916952371,0
"963",395.170788643082,0
"964",395.182660868789,0
"965",395.194533629527,0
"966",405.100982608585,0
"967",405.113305141273,0
"968",405.125628236218,0
"969",405.137951893454,0
"970",405.150276113016,4943.5771484375
"971",405.162600894938,10310.3837890625
"972",405.174926239254,15820.0498046875
"973",405.187252145998,16170.1943359375
"974",405.199578615204,10401.587890625
"975",405.211905646907,2737.30639648438
"976",405.224241135672,0
